event_id,customer_id,event_date,event_type,mrr_change
6f9ef074-ab8f-466f-9f49-14b0879b7b6b,CUST-00033,2025-09-03,Activation,499
b39be235-6b10-45cf-bdcc-fc9c3e0f4a43,CUST-00034,2026-01-30,Activation,2499
0cf989e8-0e38-4cbc-8532-40cc9931ad70,CUST-00035,2025-04-30,Activation,499
ad0e8832-ff77-4134-ad84-69b52ca49c53,CUST-00036,2025-07-09,Activation,99
580e462d-1770-4834-a63c-0f2fc14d77a7,CUST-00037,2025-12-09,Activation,2499
ae27b61b-f8c9-46d1-9681-eb9e668d5085,CUST-00038,2026-05-23,Activation,499
2e23d4c7-3f41-43bb-8a04-eafccecd9637,CUST-00039,2025-07-19,Activation,99
77b2d931-b068-45e5-a629-f1254fe82eba,CUST-00039,2026-05-07,Cancellation,-99
44366522-7dfe-4726-81bf-5124a2fe8422,CUST-00040,2025-03-13,Activation,499
be7bd94d-89e3-42c7-9da9-569a629d86e7,CUST-00041,2026-06-08,Activation,99
b7658df1-e3b7-4bc1-a475-b4e0e84e429c,CUST-00042,2024-09-02,Activation,499
62d3c68b-25cf-4423-af75-3fc154ebe5f9,CUST-00042,2025-05-09,Cancellation,-499
e5db24bc-0209-4c03-a66d-83a51d5b7091,CUST-00043,2025-03-26,Activation,99
8819091b-47b9-4b68-a911-d30621325589,CUST-00044,2025-12-04,Activation,499
7527e677-44b0-43d4-9457-f89b88b1ff9a,CUST-00045,2024-08-03,Activation,99
55698e42-4736-489b-9a31-c482d9caa816,CUST-00046,2025-05-18,Activation,99
93323729-f8a5-4b8f-84b8-5299feb47a57,CUST-00047,2026-05-29,Activation,2499
fe28f1a4-ce87-4360-a49a-ca0651d839db,CUST-00048,2026-05-12,Activation,499
30eb87d3-91be-4316-b478-5e493357c03d,CUST-00049,2025-04-23,Activation,99
7dea8264-398e-4010-91d9-c1ad7c983d25,CUST-00050,2025-08-02,Activation,99
e4c3fd37-cbb6-4b15-a02a-596c7eae14d9,CUST-00051,2026-06-20,Activation,99
1b0f03c6-1b52-4959-9476-882ced62f766,CUST-00052,2025-07-23,Activation,499
96f3bb27-ead3-4ed1-af77-5f8c57a1de79,CUST-00053,2024-08-17,Activation,499
a7b9724b-a5dc-4913-971c-d4e410ceaa5f,CUST-00054,2025-03-20,Activation,499
5ecc6d44-27af-40bd-ad6a-b52f4c8c8126,CUST-00055,2025-03-29,Activation,499
cdf1d0e6-48a9-422b-8ca3-3637376c9ee0,CUST-00055,2025-09-22,Cancellation,-499
92487100-5131-433a-a087-9c71288d88c6,CUST-00056,2026-01-21,Activation,499
a128cec6-624c-462f-8c3f-fe07f58acdd4,CUST-00057,2025-06-22,Activation,99
ed244ce9-595b-45d7-8505-1478c420f594,CUST-00058,2024-09-17,Activation,99
d72da3a1-5c11-4c71-b134-f33f3f201f76,CUST-00059,2025-12-13,Activation,499
063b5906-658e-43e5-81ef-6830f22ca779,CUST-00060,2025-03-03,Activation,2499
1c9b6e36-c949-4d80-a2c0-0b998fe50965,CUST-00061,2025-04-03,Activation,499
7f96b621-cee8-4f84-9025-00b98d644a88,CUST-00062,2026-04-04,Activation,499
5f41c1d3-317a-4eed-8083-a85234502c9f,CUST-00063,2025-05-13,Activation,499
cb1941a3-f0a9-45dc-ba08-069d585fd4fd,CUST-00064,2025-12-02,Activation,2499
84d50bd7-42ab-4cd8-a122-9f4cbe2dd37d,CUST-00065,2025-05-13,Activation,99
792a4175-0ab6-4096-a465-894d308c3ed8,CUST-00066,2024-08-25,Activation,99
d33f259f-ceec-432c-8a5c-c15a4ac8684a,CUST-00067,2026-04-22,Activation,2499
3534ac22-63da-497d-819f-1078879fa6bc,CUST-00068,2025-05-17,Activation,2499
eb67be1a-852d-4e26-a6ed-197e53159ecb,CUST-00068,2026-04-16,Cancellation,-2499
3e882301-0fe4-428a-ad20-07068e65e22e,CUST-00069,2025-05-12,Activation,99
1c72a6f4-172f-4bab-858c-5d7763ac3e6c,CUST-00070,2025-09-01,Activation,99
b6837a75-b396-4c77-a5af-f3d708be5e00,CUST-00070,2025-11-10,Cancellation,-99
8dae6228-6367-4c21-87ba-718dd101f56c,CUST-00071,2025-09-19,Activation,99
74fc4ddc-657a-42f5-ae8b-ecd57097cb95,CUST-00072,2026-05-17,Activation,99
e67ed8a6-757f-4c90-9d0b-ccd2293a099e,CUST-00073,2025-02-13,Activation,2499
1fcb54bf-1ee8-4177-abc7-58fea82351fc,CUST-00074,2024-07-27,Activation,99
0ca9057c-c267-452a-8b06-4e2ce7fb4231,CUST-00075,2025-09-06,Activation,2499
f3cc251a-f1a4-416d-9793-1fd5f9b82e07,CUST-00076,2024-12-27,Activation,99
c0cdbfdc-a3e5-47a4-92ec-79b261a38683,CUST-00077,2025-05-16,Activation,499
0b7950d8-667b-4e0a-9e5e-9ab38f59bc19,CUST-00078,2026-06-19,Activation,99
dba77ff9-deec-4815-9aa1-64b5e01cb03b,CUST-00079,2026-01-24,Activation,499
10971b2f-9de4-4e9b-be6e-d0fb65e3b3a8,CUST-00080,2024-12-26,Activation,499
e2c153e2-6dea-4892-ad23-5199c1f0896d,CUST-00081,2025-04-21,Activation,499
a0b33028-fa37-4948-b1ad-e0197969514e,CUST-00082,2025-01-04,Activation,99
21f87e00-8128-460a-b2db-0f3c99f2e780,CUST-00083,2025-05-06,Activation,99
c19acd72-f963-4033-820f-6f9036cff82c,CUST-00084,2025-11-02,Activation,99
cdbe37cd-76e3-4578-a32b-507beae0e189,CUST-00085,2024-07-04,Activation,99
f7f7aaf1-18da-411c-a3eb-2045b0a72924,CUST-00086,2025-03-16,Activation,499
37ae0d6d-82e2-43f4-8a55-779c57fca5a7,CUST-00087,2025-09-08,Activation,499
c5cc908a-9752-4923-bc7d-700a72fee42b,CUST-00088,2026-05-10,Activation,499
b26c0e13-5978-4247-a8fc-daaf50e60efa,CUST-00089,2025-04-07,Activation,499
879927de-b292-40e1-8d75-46f23877fa31,CUST-00090,2025-02-22,Activation,99
140a3249-5d14-49ee-b3e7-3ab7e68abe05,CUST-00091,2024-09-24,Activation,99
a386678f-e8b6-4745-90af-1e3217bc6f8d,CUST-00092,2025-12-16,Activation,99
bfbe1b81-e918-44bd-994d-5a1fc3aec674,CUST-00093,2025-05-11,Activation,499
bcec4816-db4e-4d86-908f-cd36c79b4bc7,CUST-00094,2024-09-22,Activation,499
2456ab69-b3f8-4478-961a-5795aa61f92c,CUST-00095,2026-04-25,Activation,99
7fcb0ee4-412b-4814-8a5e-0a4347ee3eb3,CUST-00096,2026-05-29,Activation,99
c680ea30-ff1f-478a-9b56-dee2298caed3,CUST-00097,2024-08-18,Activation,2499
ae5b3d69-7f25-432c-a3c4-84e10e2d962a,CUST-00097,2025-05-05,Cancellation,-2499
4ad0b1c4-d6eb-49e6-8c89-c6cfc8530a63,CUST-00098,2024-12-11,Activation,499
a26b658f-4c40-4069-850a-5e4f6055b73d,CUST-00099,2024-12-01,Activation,499
0920602b-7865-427d-b459-caeaf19b7a68,CUST-00100,2025-09-22,Activation,99
0512c600-5157-4a5f-ad0f-4cc0a344246a,CUST-00101,2025-03-10,Activation,99
ec89de20-4041-48ad-9353-3c1bdd98b6bc,CUST-00102,2025-05-12,Activation,2499
ae4d90df-4250-42a2-b0de-a301bf39e834,CUST-00103,2024-11-16,Activation,499
81b48917-6638-49c4-9a57-dcf825bda4fa,CUST-00104,2024-11-16,Activation,99
dfb6909a-6d13-4a99-9fff-592e0b520ca5,CUST-00105,2024-10-04,Activation,499
1b7a0f94-7db5-4331-bca1-6cf8afc02c11,CUST-00106,2025-01-12,Activation,499
ddec5a14-9850-4bec-98ba-d9abd35e6e55,CUST-00107,2026-05-28,Activation,99
1a6b92dd-1720-42cc-bcc1-94f28ed3fca8,CUST-00108,2025-04-08,Activation,99
26deeb7b-06d5-4a3f-a809-d6a1d88d955a,CUST-00109,2026-06-17,Activation,99
05a1b61b-7b28-4f10-807f-6fa0c98f6938,CUST-00110,2024-08-20,Activation,99
8deec586-c896-4245-bb39-f549982adeba,CUST-00111,2025-07-25,Activation,499
3d87dd7d-1f90-410d-b3c3-38c55b53a347,CUST-00112,2024-10-17,Activation,99
92df18e4-eac4-49b8-bd59-14b35e5dd5de,CUST-00113,2025-04-09,Activation,499
88c4869b-c861-446d-bbaa-56484fd52bec,CUST-00113,2026-01-16,Cancellation,-499
3150c911-0b53-4078-bf8b-75d3c3ea335d,CUST-00114,2025-04-26,Activation,2499
8840b97c-84ae-4901-a73f-4380cc86e3a2,CUST-00115,2025-10-08,Activation,99
61069825-63de-40f3-b6c3-38e5c73c12e9,CUST-00116,2025-05-03,Activation,99
89c20d18-95be-4f90-8352-e8fc2c059122,CUST-00117,2024-08-15,Activation,499
7032f31b-5a1f-494c-9a79-388739f64f74,CUST-00118,2025-09-27,Activation,499
8fc5317a-c10c-4bb5-bd4b-976184155608,CUST-00119,2024-10-01,Activation,499
8b9c3740-9eef-42ab-b3d2-b20de8aac5c1,CUST-00120,2024-08-26,Activation,99
f066807c-d9e3-4ff9-9733-fac249a4785f,CUST-00121,2024-10-14,Activation,99
ad533c90-0d37-4ef1-bda9-33afb8a45735,CUST-00122,2025-11-04,Activation,499
9edac1fa-9913-40f1-bb06-00f099454e8f,CUST-00123,2025-12-26,Activation,2499
b7e64648-5f51-458f-a935-819f0e0b4a50,CUST-00124,2025-05-23,Activation,99
886a9d11-678d-4853-8442-553bb2071c3b,CUST-00125,2026-05-26,Activation,2499
40990901-4194-40ea-b427-c0be0e773151,CUST-00126,2025-09-07,Activation,99
c4b8c68e-d06b-44be-a3c0-82af48f77f13,CUST-00127,2025-06-09,Activation,2499
7a40a204-1abb-4b01-a3ae-22df3fc497c5,CUST-00128,2026-04-11,Activation,499
23b33cdf-d421-4c1c-8d57-094d85f65659,CUST-00129,2026-01-19,Activation,99
69c4cb15-663a-410e-8fb3-df92253e845b,CUST-00129,2026-03-24,Cancellation,-99
95131d27-11fc-48b3-8ecf-79db8b20af4c,CUST-00130,2026-05-17,Activation,499
a3df6163-d943-4dc1-8679-a3914f18ff00,CUST-00131,2025-02-21,Activation,99
56a38297-f529-4d36-a3ad-aebdb4b06f10,CUST-00131,2025-03-28,Cancellation,-99
82dfe60e-e37f-4835-a876-bc12d3625968,CUST-00132,2025-08-31,Activation,99
2ede4fcb-c1e3-46b5-adac-ddd5c345c350,CUST-00133,2026-04-07,Activation,99
4d5acaa2-317d-409d-a0b7-b0a68d5a852a,CUST-00134,2026-02-04,Activation,99
2387fe1c-b780-4ca9-b7dc-25e2812f1ee0,CUST-00135,2025-12-19,Activation,99
8cea26f9-05b5-4488-ab88-e0e09d9ef39f,CUST-00136,2026-05-06,Activation,499
24af5e4a-6f27-449a-bd96-4a9452d25391,CUST-00137,2025-04-21,Activation,499
76a413e1-fbe8-42df-a0b1-e8293dae5b90,CUST-00138,2025-09-17,Activation,99
1fbaa407-706e-435e-ac95-a66418f7323c,CUST-00139,2025-07-06,Activation,2499
06c8935d-8819-4351-8685-763deb0e5414,CUST-00140,2025-08-27,Activation,499
8527d5b7-ed1c-4d84-85a4-7c5533abb379,CUST-00141,2025-02-15,Activation,2499
3a5651fd-d49e-4f83-adae-65d56625db41,CUST-00141,2025-04-06,Cancellation,-2499
2fce188e-f195-4698-822d-b5dfddeaa05f,CUST-00142,2025-08-06,Activation,499
f42569e8-6c67-40ce-a152-227c7a857329,CUST-00143,2025-07-03,Activation,99
4cba13b2-057d-4ddf-b466-4f23f275773f,CUST-00144,2025-09-10,Activation,99
6dde2cfb-d3bb-410f-a7f2-feacce1d8279,CUST-00145,2026-01-30,Activation,499
47cc9c99-e149-4b0d-9581-6deecefc4da0,CUST-00146,2026-03-28,Activation,99
4bdb8807-38d1-42ca-acf6-4e288e69018e,CUST-00147,2025-07-23,Activation,99
c6781bef-9c5f-448e-8cd2-6c9934cb03ec,CUST-00148,2025-10-24,Activation,99
8be9df01-3c55-45e0-8eb7-d2d64871690a,CUST-00149,2025-10-08,Activation,99
a78cf9fa-e847-40b7-bdb8-d73c99993cd4,CUST-00150,2025-05-07,Activation,99
6cebbd93-6d6b-404b-9fe7-31574092d227,CUST-00151,2026-01-19,Activation,99
fa728967-8cb9-42f8-97c8-642c039ff5d9,CUST-00152,2024-11-24,Activation,99
e59a817d-7c60-48c1-b201-954bbe7a620a,CUST-00153,2024-08-29,Activation,499
86396a57-a192-4a8f-a788-bcf8fb3e1afb,CUST-00154,2025-09-11,Activation,499
306c0c3a-15e7-4cf3-87c3-5e71ebca4d94,CUST-00155,2025-05-19,Activation,99
14d673d0-ae91-47f1-8207-35ea53326b94,CUST-00156,2026-06-16,Activation,99
7289ecc0-81d0-43ba-924d-a2c49db9287b,CUST-00157,2024-12-15,Activation,99
466a4a47-f259-4432-9b2f-70f39d9021d1,CUST-00158,2024-08-08,Activation,99
e27bef51-89db-4bd4-b365-c3537d358c0b,CUST-00158,2024-10-10,Cancellation,-99
816c766e-f1fd-417b-b417-5729072e2465,CUST-00159,2025-03-20,Activation,99
df89b2a2-f195-49f4-b792-0a91ea47749b,CUST-00160,2024-10-27,Activation,99
bb904076-d2cd-4974-af92-c2de7f94ecaa,CUST-00160,2025-01-04,Cancellation,-99
ecd8564c-4aed-42bd-80a7-f50052034111,CUST-00161,2025-07-13,Activation,499
fbf4d837-e8a4-4d38-b858-5e7ec679bbc5,CUST-00161,2026-01-01,Cancellation,-499
2f1d3ff7-25e7-4f37-ad66-dd62904acc7c,CUST-00162,2025-10-23,Activation,499
48ca74cc-2d9f-4978-bde0-855bd4546e3f,CUST-00163,2024-08-02,Activation,99
8da3af4d-0e10-4345-8c3e-dc00d27ca692,CUST-00164,2025-01-11,Activation,99
1796302d-0216-4cfa-ba21-eed635d72261,CUST-00165,2025-12-26,Activation,499
b4f2c870-9644-417f-b258-ab7aacc84f79,CUST-00166,2024-11-30,Activation,2499
fcc0cafc-7034-405f-9a10-f4a471ef24c2,CUST-00166,2025-03-23,Cancellation,-2499
dff185e4-2235-4fb2-9ae4-20da5d7ab9c2,CUST-00167,2025-04-21,Activation,499
a91049d2-8fcb-46b1-9935-8cc70041d60d,CUST-00168,2025-09-10,Activation,499
58b9b865-ea46-450b-ba33-04719056b3c7,CUST-00169,2026-05-04,Activation,99
05ba3adb-2e09-4aac-a9d1-10aa4a4aca1a,CUST-00170,2026-03-31,Activation,99
4c3766b2-fdfc-4fcf-af7c-f4d5012f1c15,CUST-00171,2024-11-13,Activation,2499
965246e3-af51-4c3c-bbd8-521b9c08a2ad,CUST-00172,2024-11-11,Activation,99
107ba0a5-85fa-4ee7-b05d-62b437f4784c,CUST-00173,2026-02-05,Activation,2499
cbe67b0c-e00a-46c8-b50b-434845111069,CUST-00174,2025-03-20,Activation,499
404f2576-29ec-4130-a1f9-fe886d39531d,CUST-00175,2026-03-18,Activation,499
1edf374e-6a1d-4540-847e-f6d5c80732c8,CUST-00176,2025-09-04,Activation,99
c7f2bef5-b504-4f43-88ae-14df3b66110f,CUST-00177,2026-01-13,Activation,499
de7d9e41-71e4-485c-b492-c7bf84d6ea22,CUST-00178,2024-08-24,Activation,99
9cbc9261-5d6d-42ff-9f0c-256a75eed97a,CUST-00178,2024-09-29,Cancellation,-99
075f3f91-8a09-49af-852c-3d7a8c13e8ac,CUST-00179,2025-05-17,Activation,99
5deeb51d-f8e1-483c-b089-f352fce2242e,CUST-00180,2025-01-04,Activation,99
ec402a22-979b-4b5c-a538-a3e003a9ba3b,CUST-00181,2024-10-05,Activation,2499
549972ff-16e6-4418-bce7-3a600b25a1b3,CUST-00182,2024-12-23,Activation,499
ea91f4a2-f5a1-4131-8eec-9387f81189ba,CUST-00183,2024-06-27,Activation,99
cd68a8ce-11db-4d57-9e91-99ff1c915224,CUST-00184,2024-09-25,Activation,99
85e420b8-804b-4e70-9134-e227f79ff72b,CUST-00185,2024-10-06,Activation,499
dc2b4919-c307-4d10-8901-9840b38dec69,CUST-00185,2024-12-29,Cancellation,-499
35c5c90f-60f9-4d33-a122-196e10edaf51,CUST-00186,2025-07-03,Activation,499
cee83173-df54-45e2-b4e4-925f90e113c7,CUST-00187,2025-01-28,Activation,499
b55e9262-6e36-4c49-8a0b-72c592d81c34,CUST-00188,2025-05-04,Activation,499
abc11bb1-ea82-49fb-8ff2-6aa360b4e977,CUST-00189,2025-09-22,Activation,99
4b15a66b-1338-4dff-b2f2-ddcb02787692,CUST-00190,2026-06-06,Activation,499
eca61d69-75d8-443c-afd8-ff80f1d51d22,CUST-00191,2026-01-03,Activation,99
76e406ec-f644-49f6-969f-b4faaa890778,CUST-00192,2026-02-09,Activation,2499
c8c33427-9946-46ef-aff0-21fdace9cf5d,CUST-00193,2024-07-01,Activation,499
c02c0f68-64a4-4b43-8d4d-4e022540ece9,CUST-00194,2024-09-17,Activation,99
57d9ea3e-8705-4ad0-b49d-42d54459e544,CUST-00194,2025-01-20,Cancellation,-99
d314f7d1-a7a6-4fbe-b6db-642ce98b382a,CUST-00195,2025-07-07,Activation,99
21ab0f23-7cd5-42e4-a0c6-3f0ce41cd6ba,CUST-00196,2025-04-23,Activation,499
f984e88d-5267-4b25-be12-be7397e572ea,CUST-00197,2024-11-29,Activation,99
c4e6cabd-f930-4a74-80ba-0d8c113db5ca,CUST-00198,2024-09-15,Activation,99
461b9933-6ee3-414c-befb-a25c0f859957,CUST-00199,2026-01-29,Activation,499
f2e80e2f-c6a9-472a-90d5-1a5a45b9e2a9,CUST-00199,2026-05-06,Cancellation,-499
86dfe5f0-4d15-4659-b46c-16f00394c03b,CUST-00200,2025-10-07,Activation,99
08282a99-b9cd-45cc-b695-00b0a26a28e8,CUST-00201,2024-09-02,Activation,499
cfb27770-ecde-46ed-872d-2032ba71d683,CUST-00202,2025-09-10,Activation,99
6215eaaf-0d61-4d63-84b9-b85a6231ce87,CUST-00202,2026-01-13,Cancellation,-99
e3dd9e5a-1dac-4c8b-b529-ac1070fb5e4f,CUST-00203,2026-03-27,Activation,499
06e0cd56-f9c4-4d2f-ad9a-7e4813541071,CUST-00204,2025-07-19,Activation,99
d1ba3766-cc06-4bdb-8fe4-67c7e87586c8,CUST-00205,2026-04-24,Activation,99
36e04acb-ce38-4a0c-8969-a26a64a77f72,CUST-00206,2025-05-20,Activation,2499
168a4228-a060-437f-8947-5b31d4c50754,CUST-00207,2024-12-30,Activation,499
7c3940ca-c318-4acd-8d77-7b158c92118e,CUST-00208,2025-06-21,Activation,99
f76cb6c6-9965-44f1-9418-9661bd527c4a,CUST-00209,2025-12-05,Activation,99
fcb4783f-0321-4582-a44b-68ac4bde2923,CUST-00210,2025-11-12,Activation,499
11ed89f7-4171-45d2-a17f-aa20eae921d0,CUST-00211,2024-07-07,Activation,499
0bf34304-c800-4a60-9e0c-f912a30898f4,CUST-00211,2025-06-25,Cancellation,-499
350c04f8-2c9d-4a3f-80f8-180c68e421ba,CUST-00212,2026-04-05,Activation,2499
84ca139e-d75b-46d0-add8-3c7c66d7e8a4,CUST-00213,2025-08-05,Activation,2499
4261ff76-9030-44f5-b0c9-989d8535778a,CUST-00214,2025-04-01,Activation,499
2bc6829d-f5fa-4050-b0dc-c727c3035059,CUST-00214,2025-07-07,Cancellation,-499
f8bce3ab-bae3-4d5f-ba3c-09316cf76eae,CUST-00215,2025-11-24,Activation,99
cffe9f9f-2e0c-4afb-8462-3781f84f556b,CUST-00216,2025-03-19,Activation,99
eba672d3-d6dc-4998-a07f-9087660f9c6d,CUST-00217,2024-12-16,Activation,499
d9e83dff-126a-4ac6-8e53-f81d46b194b4,CUST-00218,2026-03-16,Activation,99
45b2fdc5-bd63-44d2-98fc-fabb78f17dc6,CUST-00219,2025-04-21,Activation,99
a276d942-94ac-44d2-b23e-ac99d8540b7b,CUST-00219,2025-12-04,Cancellation,-99
85a3464d-de09-4314-bea1-66eca0cc8358,CUST-00220,2024-06-27,Activation,99
068869ed-7f17-44f9-bfd3-aabee9e76164,CUST-00221,2025-05-16,Activation,99
9a3c4de4-bb4d-499e-9f7e-eb66acc89cd4,CUST-00221,2025-09-07,Cancellation,-99
01f89cbc-ea0b-4db4-b0fe-284962c2adf3,CUST-00222,2026-02-26,Activation,99
8a5a14d0-89ff-4882-bb88-7c80ed45a0f6,CUST-00223,2024-10-18,Activation,99
782b98b9-a912-4572-a52f-98d09b64588c,CUST-00223,2025-08-15,Cancellation,-99
9db9607a-b54b-46d1-a95b-15bb098cd653,CUST-00224,2024-11-05,Activation,499
d77fec7f-2400-492b-bd82-18fe763cf897,CUST-00225,2024-11-20,Activation,99
a60ec474-4bba-46e4-a8ed-49d354767bfc,CUST-00226,2024-07-03,Activation,99
fb662fdc-079f-40bd-98d3-727bcb7030b3,CUST-00227,2025-05-10,Activation,99
62ba5a87-88a4-4e63-a5a6-2db14d2c93d5,CUST-00228,2024-11-17,Activation,499
602fc5fe-38cf-447f-a0c5-8576a6f12a5e,CUST-00229,2025-03-21,Activation,99
805e02f9-0987-460f-94a3-e27d975297ab,CUST-00230,2025-05-14,Activation,499
3bacdf31-98ee-42eb-9c06-66fb140c1cf5,CUST-00231,2025-06-24,Activation,2499
27e28490-7579-4fbd-a9d3-b3dff9cf78a8,CUST-00232,2024-12-01,Activation,99
c2c85b29-b653-4417-988e-84a72a3318c5,CUST-00233,2025-11-04,Activation,99
64f330c6-1a65-4142-a70b-51755eda0124,CUST-00234,2026-01-17,Activation,99
5988552f-d19a-43ee-bbf7-e18b6ee65897,CUST-00235,2025-03-25,Activation,2499
19d0a162-a533-4374-ba9e-f7be93b1203c,CUST-00235,2025-10-23,Cancellation,-2499
8ba87137-7f73-466a-b32a-aef21a0d1002,CUST-00236,2025-07-09,Activation,499
16bc793e-478e-4c1a-9cab-7b43eed3ec15,CUST-00237,2025-06-12,Activation,2499
18dac645-f12d-4a47-b861-d8aca5852317,CUST-00238,2025-04-10,Activation,99
24c66edf-209a-4c67-8fcf-eba7ca9a5377,CUST-00238,2025-09-25,Cancellation,-99
3ca7ad8d-10e9-43c9-a786-fc5438179543,CUST-00239,2025-04-24,Activation,2499
47e01a70-13e0-4f9b-bd0a-ef59bbe72dc7,CUST-00240,2025-10-18,Activation,99
c30e4a68-3095-4874-a1a0-efacbe0cd1fa,CUST-00241,2026-01-13,Activation,99
2e51d154-24ae-42c6-8667-c4ef9c7e704c,CUST-00242,2025-02-03,Activation,2499
c3c275c3-663e-40a5-a337-b92fc38a8ab3,CUST-00243,2024-10-31,Activation,2499
63083764-346f-41b1-9744-ca82636b77cf,CUST-00244,2026-02-09,Activation,99
8e3c4b67-7c6a-4990-9af0-190cf1d3965b,CUST-00245,2025-10-09,Activation,99
ca16f86b-9edd-4e03-874f-e4cf7b72d961,CUST-00246,2025-08-02,Activation,99
3e4bb715-2cee-48f9-9110-2680daabfa02,CUST-00247,2025-02-19,Activation,99
a292391e-b896-40be-9069-21aedfa1bedd,CUST-00248,2026-03-07,Activation,99
e60154f7-a7f1-421b-9877-02c527e3fea1,CUST-00249,2024-08-13,Activation,2499
81f24539-861a-43c0-91d8-d1b3aca202ec,CUST-00250,2024-06-25,Activation,499
c7a28f62-bb33-49b2-a2c6-2d3d636eb07a,CUST-00251,2026-03-06,Activation,499
3a2414eb-de1e-411b-bc4b-f8f584ed0ca8,CUST-00252,2025-02-10,Activation,499
052cf03e-9cff-48a0-b4e8-abd878dd5887,CUST-00253,2026-05-08,Activation,499
540ee912-7083-4f7a-805b-d6be6e891298,CUST-00254,2024-06-30,Activation,499
a63b405a-124c-45d0-bc44-d5a76a5130af,CUST-00255,2026-04-05,Activation,499
3cd5cf2c-0df5-48c2-98c1-67c974a58889,CUST-00256,2025-12-27,Activation,99
8a88fdda-e425-4d90-a82c-72adb4202f54,CUST-00257,2024-07-21,Activation,499
a280d779-2a2e-4774-9a73-1817c28223a6,CUST-00258,2024-12-09,Activation,499
6a8475d3-0b74-4322-bc51-4e626178e152,CUST-00258,2025-05-09,Cancellation,-499
840aea01-0ef7-43c0-8315-2b95d7567733,CUST-00259,2026-04-19,Activation,499
1e68d638-72a8-48be-ab9d-e28407bb12f8,CUST-00260,2026-01-23,Activation,2499
